genre#NN	O
for#IN	O
go#VVN	B-movie.name
with#IN	I-movie.name
the#DT	I-movie.name
wind#NN	I-movie.name

who#WP	O
be#VBD	O
the#DT	O
main#JJ	O
actor#NN	O
in#IN	O
the#DT	B-movie.name
exorcist#NN	I-movie.name

what#WP	O
be#VBD	O
the#DT	O
budget#NN	O
for#IN	O
courageous#JJ	B-movie.name

i#NNS	O
need#VVP	O
to#TO	O
see#VV	O
a#DT	O
list#NN	O
of#IN	O
pg#NN	B-rating.name
movie#NNS	O

get#VV	O
me#PP	O
Spanish#JJ	B-movie.language
movie#NNS	O

search#NN	O
for#IN	O
information#NN	O
about#IN	O
robert#NN	B-person.name
wise#NN	I-person.name

budget#NN	O
for#IN	O
twilight#NN	B-movie.name
break#VVG	I-movie.name
dawn#NN	I-movie.name

star#NN	O
of#IN	O
troy#NN	B-movie.name

how#WRB	O
much#JJ	O
revenue#NN	O
do#VVD	O
lord#NN	B-movie.name
of#IN	I-movie.name
the#DT	I-movie.name
ring#NNS	I-movie.name
get#VVP	O

find#VV	O
the#DT	O
female#JJ	O
actress#NN	O
from#IN	O
the#DT	O
movie#NN	O
she#PP	B-movie.name
be#VBZ	I-movie.name
the#DT	I-movie.name
man#NN	I-movie.name

search#NN	O
for#IN	O
movie#NNS	O
with#IN	O
a#DT	O
pg#NN	B-rating.name
rating#NN	O

what#WP	O
be#VBD	O
revenue#NN	O
make#VVN	O
from#IN	O
the#DT	O
movie#NN	O
great#JJ	B-movie.name
debater#NNS	I-movie.name

tell#VV	O
about#IN	O
star#NN	B-movie.name
war#NNS	I-movie.name
iv#NN	I-movie.name

show#VV	O
me#PP	O
the#DT	O
music#NN	O
composer#NN	O
for#IN	O
the#DT	O
movie#NN	O

i#NNS	O
want#VVP	O
to#TO	O
know#VV	O
the#DT	O
director#NN	O
of#IN	O
find#VVG	B-movie.name
nemo#NN	I-movie.name

who#WP	O
be#VBZ	O
the#DT	O
producer#NN	O
of#IN	O
the#DT	B-movie.name
godfather#NN	I-movie.name

what#WP	O
country#NN	O
do#VVD	O
the#DT	O
nine#CD	B-movie.release_date
fourteen#NN	I-movie.release_date
twenty#CD	I-movie.release_date
twelve#NN	I-movie.release_date
release#NN	O
of#IN	O
barfi#NNS	B-movie.name
come#VVN	O
from#IN	O

who#WP	O
be#VBP	O
the#DT	O
producer#NNS	O
for#IN	O
the#DT	O
movie#NN	O
hitch#NN	B-movie.name

director#NN	O
of#IN	O
harry#VV	B-movie.name
potter#NN	I-movie.name

list#NN	O
of#IN	O
dax#NN	B-actor.name
shepard#NN	I-actor.name
movie#NNS	O

find#VV	O
movie#NNS	O
produce#VVN	O
by#IN	O
castle#NN	B-producer.name
rock#NN	I-producer.name
entertainment#NN	I-producer.name

stephen#NN	B-director.name
king#NN	I-director.name
direct#VVD	O
what#WP	O
movie#NN	O

find#VV	O
movie#NNS	O
about#IN	O
us#PP	B-movie.subject
government#NN	I-movie.subject

i#NNS	O
want#VVP	O
to#TO	O
see#VV	O
movie#NNS	O
from#IN	O
spain#NN	B-country.name

do#VVD	O
the#DT	O
dad#NN	B-character.name
in#IN	O
daddy#NN	B-movie.name
daycare#NN	I-movie.name
also#RB	O
play#VV	O
in#IN	O
Dr#NN	B-movie.name
doolittle#NN	I-movie.name

it#PP	O
be#VBZ	O
hard#JJ	O
to#TO	O
find#VV	O
a#DT	O
movie#NN	O
that#WDT	O
be#VBZ	O
rate#VVN	O
g#NN	B-rating.name
anymore#RB	O

who#WP	O
be#VBD	O
the#DT	O
producer#NN	O
for#IN	O
the#DT	B-movie.name
amazing#JJ	I-movie.name
spiderman#NN	I-movie.name

find#VV	O
revenue#NN	O
from#IN	O
my#PP$	B-movie.name
boy#NNS	I-movie.name

Alfred#NP	B-person.name
hitchcock#NN	I-person.name

how#WRB	O
much#JJ	O
money#NN	O
do#VVD	O
banana#NNS	B-movie.name
make#VV	O

what#WP	O
country#NN	O
be#VBD	O
kinky#JJ	B-movie.name
boot#NNS	I-movie.name
make#VVN	O
in#IN	O

can#MD	O
i#NNS	O
get#VV	O
a#DT	O
list#NN	O
of#IN	O
movie#NNS	O
available#JJ	O
in#IN	O
English#NN	B-movie.language

be#VBD	O
what#WP	O
tom#NN	B-actor.name
cruise#NN	I-actor.name
's#POS	O
first#JJ	O
movie#NN	O

tell#VV	O
me#PP	O
about#IN	O
the#DT	O
movie#NN	O
the#DT	B-movie.name
campaign#NN	I-movie.name
in#IN	O
detail#NN	O

what#WP	O
movie#NNS	O
be#VBP	O
relate#VVN	O
to#TO	O
in#IN	B-movie.name
july#RB	I-movie.name

show#VV	O
me#PP	O
only#JJ	O
movie#NNS	O
with#IN	O
harrison#NN	B-actor.name
ford#NN	I-actor.name

list#NN	O
movie#NN	O
rating#NNS	O
for#IN	O
us#PP	B-country.name
movie#NN	O
looper#NN	B-movie.name

find#VV	O
movie#NNS	O
about#IN	O
love#NN	B-movie.subject

company#NN	O
that#IN/that	O
produce#VVN	O
iron#NN	B-movie.name
man#NN	I-movie.name

show#VV	O
me#PP	O
movie#NNS	O
in#IN	O
Swedish#NN	B-movie.language

show#VV	O
me#PP	O
movie#NNS	O
star#VVG	O
denzel#NN	B-actor.name
washington#NN	I-actor.name

i#NP	O
would#MD	O
like#VV	O
to#TO	O
see#VV	O
find#VVG	B-movie.name
Nemo#NP	I-movie.name
's#POS	O
page#NN	O

list#NN	O
all#DT	O
movie#NNS	O
rate#VVN	O
pg-13#NN	B-rating.name

classic#JJ	B-movie.subject
car#NN	I-movie.subject
movie#NNS	O

bring#VV	O
up#RP	O
all#DT	O
director#NN	O
movie#NNS	O

show#VV	O
me#PP	O
Spielberg#NP	B-person.name
